2.147064396619694726e+00,1.639724736234257296e+00,1.903866268091606584e-01,3.779489521517022332e+00,1.500797218124264587e+00,-8.850716300293385297e-01,1.709700981914247242e+00,-1.727242540368502555e+00,-2.416439695942828314e-01,-1.260393672888721728e+00,-1.948848661571540797e+00,1.624024633342459500e+00,7.998244006187458233e-01,1.529967392827311423e+00,-1.220872426778193964e-02,-1.119709294824293044e+00,-1.891397675237880494e+00,6.401980756629814806e-01,-5.242073108743014465e-02,3.405858654152614240e-01,4.780715536292458601e-01,-5.052008929327584941e-01,2.860684215204027381e-01,3.992550134422616637e-01,-1.092903878965405751e+00,6.000000000000000000e+00
-1.372751352046881257e+00,2.469415908111485258e+00,-1.617516468671034602e+00,1.775290416203093802e+00,9.009355372471362644e-01,1.066991981289404201e+00,-2.215336179240747772e+00,1.142474276696538560e+00,5.248222802807575027e-01,1.598853796499521085e+00,-5.376145582526108413e-01,6.788720864906959696e-01,-9.861074072130897594e-01,-2.955902035879603984e-01,-3.418411571781140856e-01,5.980389023341456944e-01,7.466065405251713916e-01,-7.547104854435360277e-01,6.113882265664742910e-01,-1.942780528622042313e-01,7.937321585056553719e-01,-9.818053217947358968e-01,-1.022993945018316531e+00,6.772837002180791544e-01,1.084742770821651270e+00,4.000000000000000000e+00
8.984230362255325453e-01,1.616696480243999146e+00,-1.339326502749108583e+00,2.831814157220867934e+00,-5.105270026877390954e-01,3.271525292246205696e-01,-2.412799173599043279e+00,5.794373056526166410e-01,2.308248479500113692e+00,-2.621604231901617066e+00,1.617016104194531234e+00,1.980439332985792333e+00,-2.323206537280071426e-01,-4.856309127713207552e-01,-1.951644067048243780e-01,-2.230212289837695927e+00,1.392818281283024984e+00,2.009242394531578213e-02,-1.043425599771944157e+00,4.954810809723589893e-01,-3.509315780693572639e-02,-6.423917076154309624e-01,-4.516721405597328154e-01,-4.062037773442397914e-01,6.064522975908154256e-01,4.000000000000000000e+00
-1.543308221573398642e+00,-2.387407772710294918e+00,3.129577030925403958e-02,1.632597187968918062e+00,-1.057524590595512182e-01,1.579545420278289258e+00,-5.337351239492368338e-01,4.345265433243568620e-01,-1.060279333025587967e+00,-1.893652151974236364e-01,-2.436073546971941450e+00,-1.906697487826074511e-01,1.845379267635947548e-03,-5.668320338023546956e-01,-3.670924829123026201e-02,7.651782755468768960e-01,1.039590341803678264e+00,-1.151993928223678187e+00,1.484141913516994427e+00,-1.476453330536395547e-01,7.246951640517250715e-01,-8.100335377448969476e-01,4.933089687719650618e-01,-5.212768223398422940e-01,-5.736954803016919291e-03,2.000000000000000000e+00
-3.772313410491127783e+00,-2.057560835570771740e+00,8.621968693625780000e-01,2.659078332709147174e-01,-3.860371906355762883e-01,1.184639815781974193e+00,7.856938300358700111e-01,-5.124851214826453560e-01,7.390582233350991848e-01,-4.764940772943266900e-01,-8.297709703132586379e-01,3.788587503469877937e-01,-1.384877685419264148e+00,1.360971264415093751e+00,-1.307105689026902828e+00,1.693222558450003523e-01,5.719118216993838988e-02,-7.575638600004030998e-01,-6.968633601205799499e-02,5.114021435937305959e-01,-2.492582294732673120e-01,-1.235997839449838043e-01,1.246725508612640948e-01,-2.004745295739314703e-01,2.065181462965401116e-01,1.000000000000000000e+00
-2.460031141057269777e-01,2.696007317673153825e+00,-1.802789241953877575e+00,1.926602480443822651e+00,4.068451581199543088e-01,1.105766153416778641e+00,-1.651268733673091349e-01,2.111156228937872470e+00,3.321340021496088646e-03,8.992579650168778249e-01,1.085719593663972748e+00,-8.847778516673640570e-02,5.249072079473797725e-01,-2.219029271278151749e-01,-5.124416344195064088e-01,-5.779697738423398290e-01,-9.050328520321651027e-01,-1.249582445757059790e-01,-8.753335520858496199e-03,-2.050063064759485576e-01,9.328601785359106335e-01,-1.063007597873906640e+00,-6.716463098573661750e-01,1.359693368320616935e+00,1.777890612373400847e+00,9.000000000000000000e+00
3.619373000897077586e-02,3.227099341195088122e+00,1.886930596989569553e+00,-1.866915131289032859e+00,-1.345305765958313637e+00,3.430251644016280022e+00,1.788791056520139033e+00,-3.447314871643532008e-01,4.184427405343152939e-01,-1.708408036037198041e+00,6.725398181601240921e-01,-1.601412384267336231e+00,1.508287942317290353e+00,1.448789019838161440e+00,2.979996019499047688e-01,1.453989715755667378e+00,2.242656879633523614e-01,-2.994446309830034458e-01,2.971213956952413193e-01,-7.807759345815048491e-01,7.932234124116860352e-01,5.717792686668241586e-01,-4.179369837055066372e-01,-2.475083131998145891e-02,1.845359814307516721e-01,7.000000000000000000e+00
2.109501314802423977e+00,-1.766486660413195464e+00,-2.399738907578123026e+00,-1.153543094398083113e+00,2.275860704329124129e+00,-2.394463149929699775e+00,1.169368164175228042e+00,-2.723405020486063810e-01,-1.110426312010204919e+00,-3.395313269366727615e-01,1.983532727806525120e-02,1.419248816009355263e-01,6.760891509537743094e-01,2.384375370918325743e+00,3.121784288428813836e-01,1.356310486858084863e+00,1.755656611106369558e-01,-1.869430141769533149e+00,3.453998695575492828e-02,7.438543842970870568e-01,-8.499836652451600028e-01,1.155853069499389374e+00,-8.113593400008858314e-01,-8.331061388599763085e-01,4.169224678607033052e-01,5.000000000000000000e+00
2.225909720460210739e+00,-1.264426440092386028e-01,1.710946203690018041e+00,-1.442949781083494143e+00,1.391358617141138510e+00,2.307345302894574512e+00,1.783672911316835030e+00,-1.811750389470093425e-01,-2.112542736575674152e+00,7.645722365432251477e-01,2.573141535635965926e+00,-4.501787363842661427e-01,-1.942962488875205063e-02,1.613911377157451810e+00,-1.257006094437296273e+00,1.036277862122882309e+00,-7.794726795539015374e-01,2.117951427653511853e+00,1.182136725303805314e+00,-1.511837308218665632e-01,1.159637451135321129e+00,-1.070476191140735445e+00,7.015881068629432615e-01,-6.784716363016662921e-01,1.503114685740670087e+00,3.000000000000000000e+00
-9.524448662911095820e-01,1.381254826632142496e+00,6.487110646057706043e-02,1.815615323162945494e+00,-3.063405102426629334e+00,8.636212856384530845e-01,-1.042616847263201363e+00,-4.375283106392527377e-02,1.029461862016741058e+00,-3.515852867919357361e-01,-3.195393686085135077e-01,-1.921787736454821371e-01,7.192233626181588901e-01,-1.688134104710501626e+00,-4.739135195300244741e-01,-1.234037385390707453e-01,-5.787050298996972986e-01,-9.310168480193405094e-02,5.991689240439800335e-01,-5.578028434298110128e-01,-6.405614401428540994e-01,3.629882197461926918e-02,-5.193704563299410548e-01,-1.008415485366840558e+00,1.156188641816521478e+00,9.000000000000000000e+00
